CHO_ID	CHO_SYM	HUMAN_ID	HUMAN_SYM
100754305	Vwa5b1	127731	VWA5B1
100754306	Tmcc2	9911	TMCC2
100754309	Fam110b	90362	FAM110B
100754311	Tm9sf4	9777	TM9SF4
100754312	Sfrp1	6422	SFRP1
100754313	Coro1c	23603	CORO1C
100754314	Ppp3r2	5535	PPP3R2
100754315	LOC100754315	392309	OR13J1
100754316	Iars	3376	IARS
100754318	Exoc3l2	90332	EXOC3L2
100754319	Mical3	57553	MICAL3
100754321	Fbxo39	162517	FBXO39
100754322	Rbfox3	146713	RBFOX3
100754324	Pik3c2g	5288	PIK3C2G
100754325	Syn2	6854	SYN2
100754326	Trim10	10107	TRIM10
100754328	Nr0b1	190	NR0B1
100754330	Scgb3a2	117156	SCGB3A2
100754331	Htr2c	3358	HTR2C
100754332	Atxn3	4287	ATXN3
100754333	Eya4	2070	EYA4
100754334	Phkg1	5260	PHKG1
100754335	Ttll8	164714	TTLL8
100754336	LOC100754336	55745	AP5M1
100754337	Prrt2	112476	PRRT2
100754338	Spen	23013	SPEN
100754339	Ntrk2	4915	NTRK2
100754340	LOC100754340	283160	OR8D2
100754342	Znf689	115509	ZNF689
100754343	Bpifa3	128861	BPIFA3
100754344	Tmem121	80757	TMEM121
100754345	Zar1	326340	ZAR1
100754349	Znf398	57541	ZNF398
100754350	LOC100754350	403282	OR6C65
100754351	Nr2f2	7026	NR2F2
100754353	Rubcn	9711	RUBCN
100754354	Mrpl21	219927	MRPL21
100754356	Nucb2	4925	NUCB2
100754357	LOC100754357	2941	GSTA4
100754358	Adamts15	170689	ADAMTS15
100754359	Srrm4	84530	SRRM4
100754360	Sdhaf4	135154	SDHAF4
100754361	LOC100754361	5602	MAPK10
100754362	Pde4d	5144	PDE4D
100754364	Zbtb3	79842	ZBTB3
100754366	LOC100754366	57446	NDRG3
100754367	Nup88	4927	NUP88
100754368	Ms4a14	84689	MS4A14
100754369	Arhgap1	392	ARHGAP1
100754370	Cln3	1201	CLN3
100754371	Paox	196743	PAOX
100754372	Atg4c	84938	ATG4C
100754375	Pinx1	54984	PINX1
100754376	Ell3	80237	ELL3
100754377	LOC100754377	112399	EGLN3
100754379	Htra4	203100	HTRA4
100754380	Atp5mc3	518	ATP5MC3
100754381	Dspp	1834	DSPP
100754383	Gpr37l1	9283	GPR37L1
100754386	Stk25	10494	STK25
100754389	Ccdc151	115948	CCDC151
100754390	Col6a2	1292	COL6A2
100754392	Calb2	794	CALB2
100754393	Ntn4	59277	NTN4
100754394	Rpl3l	6123	RPL3L
100754395	Rusc1	23623	RUSC1
100754397	Cd276	80381	CD276
100754399	Ctnna1	1495	CTNNA1
100754400	Ccdc24	149473	CCDC24
100754401	Mef2d	4209	MEF2D
100754402	Ido1	3620	IDO1
100754403	Zmiz1	57178	ZMIZ1
100754404	Slc31a2	1318	SLC31A2
100754406	Cxcl14	9547	CXCL14
100754407	Epyc	1833	EPYC
100754408	Gngt2	2793	GNGT2
100754409	Matn2	4147	MATN2
100754410	Sntb2	6645	SNTB2
100754412	Atxn7l3	56970	ATXN7L3
100754413	Rab5c	5878	RAB5C
100754415	Fam161b	145483	FAM161B
100754417	Tfap2b	7021	TFAP2B
100754418	Cchcr1	54535	CCHCR1
100754419	Blmh	642	BLMH
100754420	Btbd18	643376	BTBD18
100754421	Map2k7	5609	MAP2K7
100754422	Frem3	166752	FREM3
100754423	Tnfsf15	9966	TNFSF15
100754424	Rp1	6101	RP1
100754425	Osbpl1a	114876	OSBPL1A
100754426	Pla2g5	5322	PLA2G5
100754427	Lrp1	4035	LRP1
100754429	LOC100754429	56105	PCDHGA11
100754430	Dlk2	65989	DLK2
100754432	Chuk	1147	CHUK
100754433	Trpm4	54795	TRPM4
100754434	Asrgl1	80150	ASRGL1
100754436	Rep15	387849	REP15
100754437	Sf3a1	10291	SF3A1
100754440	Psma6	5687	PSMA6
100754441	Pkn2	5586	PKN2
100754443	Sox10	6663	SOX10
100754444	Ndufa2	4695	NDUFA2
100754448	Taar1	134864	TAAR1
100754449	Scaf11	9169	SCAF11
100754451	LOC100754451	2169	FABP2
100754452	Rchy1	25898	RCHY1
100754454	Swi5	375757	SWI5
100754458	Eaf1	85403	EAF1
100754459	Pcdh10	57575	PCDH10
100754460	Rtp2	344892	RTP2
100754461	Kcnj2	3759	KCNJ2
100754463	Acrbp	84519	ACRBP
100754465	Itga9	3680	ITGA9
100754466	Drc3	83450	DRC3
100754468	Ypel5	51646	YPEL5
100754469	Uspl1	10208	USPL1
100754470	Shisa9	729993	SHISA9
100754471	Tbrg1	84897	TBRG1
100754473	Alox15b	247	ALOX15B
100754474	Tctex1d4	343521	TCTEX1D4
100754476	Ahcyl2	23382	AHCYL2
100754477	Lmbrd2	92255	LMBRD2
100754478	Ckap2l	150468	CKAP2L
100754480	Idh3a	3419	IDH3A
100754481	Znf608	57507	ZNF608
100754484	Lrrc43	254050	LRRC43
100754486	LOC100754486	399949	C11orf88
100754487	Pex11b	8799	PEX11B
100754488	Bhmt	635	BHMT
100754490	Mta1	9112	MTA1
100754492	Pbx4	80714	PBX4
100754494	Mgp	4256	MGP
100754496	Phka2	5256	PHKA2
100754497	Mrpl10	124995	MRPL10
100754498	Smim18	100507341	SMIM18
100754499	Tmem192	201931	TMEM192
100754501	Qsox1	5768	QSOX1
100754502	Slamf6	114836	SLAMF6
100754504	Slc38a3	10991	SLC38A3
100754505	Kpna6	23633	KPNA6
100754506	Cftr	1080	CFTR
100754507	Tnfrsf11b	4982	TNFRSF11B
100754510	Scmh1	22955	SCMH1
100754512	Zc3h12a	80149	ZC3H12A
100754513	Polr2e	5434	POLR2E
100754515	Osbpl2	9885	OSBPL2
100754519	Rgr	5995	RGR
100754520	Pglyrp2	114770	PGLYRP2
100754522	E2f2	1870	E2F2
100754523	Mkln1	4289	MKLN1
100754527	LOC100754527	9390	SLC22A13
100754528	Piwil4	143689	PIWIL4
100754529	Lman1	3998	LMAN1
100754530	Kbtbd13	390594	KBTBD13
100754531	Cmc4	100272147	CMC4
100754532	Frem2	341640	FREM2
100754533	Recql4	9401	RECQL4
100754536	Slitrk1	114798	SLITRK1
100754538	Osgep	55644	OSGEP
100754539	Tmem68	137695	TMEM68
100754541	Cd151	977	CD151
100754542	Epha4	2043	EPHA4
100754544	Ehmt1	79813	EHMT1
100754545	Mepce	56257	MEPCE
100754547	Stx1b	112755	STX1B
100754548	Bcap29	55973	BCAP29
100754551	Neurl1	9148	NEURL1
100754553	LOC100754553	165631	PARP15
100754554	LOC100754554	8590	OR6A2
100754555	LOC100754555	122742	OR4L1
100754556	Iglon5	402665	IGLON5
100754557	Rnf166	115992	RNF166
100754558	LOC100754558	107986096	MDFIC2
100754559	Pla2g4c	8605	PLA2G4C
100754562	Yes1	7525	YES1
100754564	Scnn1b	6338	SCNN1B
100754567	Arsa	410	ARSA
100754570	LOC100754570	1179	CLCA1
100754571	Cpne9	151835	CPNE9
100754572	LOC100754572	10579	TACC2
100754573	Faap100	80233	FAAP100
100754574	Arrb1	408	ARRB1
100754575	Neb	4703	NEB
100754576	Armc9	80210	ARMC9
100754577	Rag2	5897	RAG2
100754578	Tnfsf18	8995	TNFSF18
100754581	Trim21	6737	TRIM21
100754583	LOC100754583	143496	OR52B4
100754586	Paqr5	54852	PAQR5
100754588	Rpl37a	6168	RPL37A
100754592	Lcp1	3936	LCP1
100754593	Nuak2	81788	NUAK2
100754598	Tmem119	338773	TMEM119
100754599	Tex14	56155	TEX14
100754600	Rnf20	56254	RNF20
100754602	Aspn	54829	ASPN
100754603	Trpc5	7224	TRPC5
100754604	Mark4	57787	MARK4
100754605	Lin37	55957	LIN37
100754606	Bid	637	BID
100754608	Xaf1	54739	XAF1
100754609	Spry1	10252	SPRY1
100754614	Tns3	64759	TNS3
100754615	Spink1	6690	SPINK1
100754617	Il13ra2	3598	IL13RA2
100754618	Phkb	5257	PHKB
100754619	Sumf2	25870	SUMF2
100754620	Plxnb2	23654	PLXNB2
100754622	Maz	4150	MAZ
100754624	LOC100754624	283160	OR8D2
100754626	Nox4	50507	NOX4
100754628	Crip1	1396	CRIP1
100754630	LOC100754630	112802	KRT71
100754632	Unc13c	440279	UNC13C
100754633	LOC100754633	8427	ZNF282
100754636	Kctd8	386617	KCTD8
100754637	Ighmbp2	3508	IGHMBP2
100754640	Lig4	3981	LIG4
100754641	Adamts8	11095	ADAMTS8
100754642	Hspb8	26353	HSPB8
100754644	Znf672	79894	ZNF672
100754645	Depdc1b	55789	DEPDC1B
100754647	E2f3	1871	E2F3
100754648	Itsn2	50618	ITSN2
100754649	Dsn1	79980	DSN1
100754650	Rpain	84268	RPAIN
100754651	Ms4a7	58475	MS4A7
100754652	Znf408	79797	ZNF408
100754654	Echs1	1892	ECHS1
100754655	Usp1	7398	USP1
100754656	Glrx3	10539	GLRX3
100754661	Cep68	23177	CEP68
100754662	Adam9	8754	ADAM9
100754663	Atf2	1386	ATF2
100754664	Ptx3	5806	PTX3
100754666	LOC100754666	28	ABO
100754670	Thap4	51078	THAP4
100754673	Swsap1	126074	SWSAP1
100754674	Ect2	1894	ECT2
100754675	Sh2d4a	63898	SH2D4A
100754676	Hells	3070	HELLS
100754677	Cop1	64326	COP1
100754678	Tat	6898	TAT
100754679	LOC100754679	55245	UQCC1
100754681	Ndufb10	4716	NDUFB10
100754682	Ino80d	54891	INO80D
100754686	Lrrtm2	26045	LRRTM2
100754687	Atp6v0b	533	ATP6V0B
100754688	Rhbg	57127	RHBG
100754690	Zcchc24	219654	ZCCHC24
100754696	Abi3	51225	ABI3
100754697	Rida	10247	RIDA
100754698	Ehhadh	1962	EHHADH
100754699	Tango6	79613	TANGO6
100754700	LOC100754700	135946	OR6B1
100754701	Hcrt	3060	HCRT
100754703	Bbof1	80127	BBOF1
100754704	LOC100754704	282770	OR10AG1
100754706	Slc6a4	6532	SLC6A4
100754707	Selenoh	280636	SELENOH
100754708	Lrrc8e	80131	LRRC8E
100754709	Abi3bp	25890	ABI3BP
100754711	Ttc39c	125488	TTC39C
100754712	Pla2g2d	26279	PLA2G2D
100754713	Clec5a	23601	CLEC5A
100754714	Shmt2	6472	SHMT2
100754717	Tjap1	93643	TJAP1
100754718	Ppp1r12a	4659	PPP1R12A
100754719	Erlin1	10613	ERLIN1
100754722	Ppfibp1	8496	PPFIBP1
100754725	Gtf2b	2959	GTF2B
100754727	Pick1	9463	PICK1
100754728	Ik	3550	IK
100754730	Tgfa	7039	TGFA
100754731	Ammecr1l	83607	AMMECR1L
100754733	Gjb1	2705	GJB1
100754734	LOC100754734	9420	CYP7B1
100754736	Usp53	54532	USP53
100754737	Cbl	867	CBL
100754738	Uso1	8615	USO1
100754739	Plac8	51316	PLAC8
100754740	Uck1	83549	UCK1
100754743	Ccdc185	164127	CCDC185
100754744	Senp1	29843	SENP1
100754748	Kcnj16	3773	KCNJ16
100754750	LOC100754750	119692	OR51S1
100754751	Ctdspl	10217	CTDSPL
100754752	Atpaf2	91647	ATPAF2
100754753	Wdr74	54663	WDR74
100754754	Clip4	79745	CLIP4
100754755	Hmgb1	3146	HMGB1
100754757	Panx3	116337	PANX3
100754759	Gucy2d	3000	GUCY2D
100754761	Fam69b	138311	FAM69B
100754765	Chchd5	84269	CHCHD5
100754766	Thumpd1	55623	THUMPD1
100754767	Acsbg1	23205	ACSBG1
100754769	LOC100754769	120	ADD3
100754770	Diablo	56616	DIABLO
100754771	Bub1b	701	BUB1B
100754772	Sik2	23235	SIK2
100754773	Bhmt2	23743	BHMT2
100754775	Ppp2r5c	5527	PPP2R5C
100754777	Nxnl1	115861	NXNL1
100754778	Haus8	93323	HAUS8
100754779	Wbp11	51729	WBP11
100754781	Adgrg2	10149	ADGRG2
100754782	Osbpl7	114881	OSBPL7
100754783	Dctn6	10671	DCTN6
100754784	Msmo1	6307	MSMO1
100754785	Chodl	140578	CHODL
100754786	Cep350	9857	CEP350
100754788	Cacna1c	775	CACNA1C
100754789	Cttnbp2	83992	CTTNBP2
100754791	Cmpk2	129607	CMPK2
100754793	Edn2	1907	EDN2
100754794	LOC100754794	84765	ZNF577
100754794	LOC100754794	91975	ZNF300
100754796	Maneal	149175	MANEAL
100754797	Pdrg1	81572	PDRG1
100754798	Cbarp	255057	CBARP
100754799	Pgf	5228	PGF
100754800	Gen1	348654	GEN1
100754801	Adrm1	11047	ADRM1
100754802	Ddx43	55510	DDX43
100754803	Arid5b	84159	ARID5B
100754804	Tmem217	221468	TMEM217
100754806	Lrit2	340745	LRIT2
100754808	Eloa	6924	ELOA
100754809	Commd6	170622	COMMD6
100754810	Kiaa0825	285600	KIAA0825
100754811	Aasdhppt	60496	AASDHPPT
100754812	Akap4	8852	AKAP4
100754813	LOC100754813	30	ACAA1
100754814	Fut4	2526	FUT4
100754815	Tbc1d16	125058	TBC1D16
100754816	Ccbe1	147372	CCBE1
100754817	Rergl	79785	RERGL
100754818	Ankdd1a	348094	ANKDD1A
100754819	Fundc2	65991	FUNDC2
100754821	Kifc2	90990	KIFC2
100754822	Commd8	54951	COMMD8
100754824	Jak1	3716	JAK1
100754825	Fbxo8	26269	FBXO8
100754826	Rnase11	122651	RNASE11
100754828	Lyn	4067	LYN
100754830	Polr2l	5441	POLR2L
100754831	Sft2d1	113402	SFT2D1
100754832	Angptl4	51129	ANGPTL4
100754835	Gabra3	2556	GABRA3
100754836	Stx4	6810	STX4
100754837	Cog5	10466	COG5
100754838	St3gal5	8869	ST3GAL5
100754839	Sh3pxd2a	9644	SH3PXD2A
100754841	LOC100754841	83666	PARP9
100754843	Larp7	51574	LARP7
100754844	LOC100754844	284369	SIGLECL1
100754845	Zfpm1	161882	ZFPM1
100754846	Mitf	4286	MITF
100754848	Wrb	7485	WRB
100754849	Rpl35a	6165	RPL35A
100754851	Clul1	27098	CLUL1
100754853	LOC100754853	23062	GGA2
100754854	Mmp1	4312	MMP1
100754855	Kcnmb4	27345	KCNMB4
100754856	Acr	49	ACR
100754859	Ttc9c	283237	TTC9C
100754861	Brpf1	7862	BRPF1
100754863	Nploc4	55666	NPLOC4
100754864	Zmat1	84460	ZMAT1
100754865	Hes3	390992	HES3
100754866	C6H11orf74	119710	C11orf74
100754867	Prdx6	9588	PRDX6
100754868	Odam	54959	ODAM
100754869	Nosip	51070	NOSIP
100754874	Glce	26035	GLCE
100754875	Sppl2c	162540	SPPL2C
100754876	Igfbp5	3488	IGFBP5
100754879	Maged2	10916	MAGED2
100754881	Klhdc8a	55220	KLHDC8A
100754883	Fdps	2224	FDPS
100754884	Ebi3	10148	EBI3
100754886	Ccdc116	164592	CCDC116
100754887	Rpl31	6160	RPL31
100754888	Pop5	51367	POP5
100754889	Trim37	4591	TRIM37
100754890	Tmem246	84302	TMEM246
100754892	Hint2	84681	HINT2
100754893	Ecm2	1842	ECM2
100754893	Ecm2	105373381	LOC105373381
100754895	Ckm	1158	CKM
100754897	Tfap2d	83741	TFAP2D
100754898	Bcl2l13	23786	BCL2L13
100754900	Slc13a5	284111	SLC13A5
100754901	Spata5	166378	SPATA5
100754902	LOC100754902	10533	ATG7
100754907	Pkd1l1	168507	PKD1L1
100754908	Jakmip2	9832	JAKMIP2
100754911	Ccdc157	550631	CCDC157
100754913	Cct6a	908	CCT6A
100754914	Dennd6b	414918	DENND6B
100754915	Ccdc198	55195	CCDC198
100754917	Naa40	79829	NAA40
100754919	Treml2	79865	TREML2
100754920	Rlbp1	6017	RLBP1
100754924	Fam102b	284611	FAM102B
100754925	Pygo1	26108	PYGO1
100754926	Slc39a10	57181	SLC39A10
100754927	LOC100754927	441639	OR9K2
100754928	Mctp2	55784	MCTP2
100754929	Exosc10	5394	EXOSC10
100754930	Mrgprf	116535	MRGPRF
100754933	LOC100754933	100288814	CLDN34
100754934	Abhd13	84945	ABHD13
100754935	Zbtb44	29068	ZBTB44
100754938	Ing4	51147	ING4
100754940	Elovl7	79993	ELOVL7
100754941	Cc2d1b	200014	CC2D1B
100754943	Mboat1	154141	MBOAT1
100754944	Soga1	140710	SOGA1
100754945	C1qbp	708	C1QBP
100754946	Tifa	92610	TIFA
100754947	F2	2147	F2
100754950	Angptl3	27329	ANGPTL3
100754952	Znf518a	9849	ZNF518A
100754953	Mtmr9	66036	MTMR9
100754955	Aftph	54812	AFTPH
100754956	Adam32	203102	ADAM32
100754957	Lekr1	389170	LEKR1
100754959	Rbm8a	9939	RBM8A
100754961	Elf3	1999	ELF3
100754962	LOC100754962	3859	KRT12
100754963	Agpat2	10555	AGPAT2
100754964	Atg4b	23192	ATG4B
100754967	Plppr2	64748	PLPPR2
100754968	Tnfsf10	8743	TNFSF10
100754969	Csgalnact1	55790	CSGALNACT1
100754970	Khdrbs1	10657	KHDRBS1
100754972	Cda	978	CDA
100754973	Phlpp2	23035	PHLPP2
100754975	Tbl3	10607	TBL3
100754976	Nrp2	8828	NRP2
100754977	LOC100754977	3024	HIST1H1A
100754978	Adpgk	83440	ADPGK
100754981	Ipo13	9670	IPO13
100754982	Tsacc	128229	TSACC
100754984	Plac9	219348	PLAC9
100754985	Bnc2	54796	BNC2
100754986	Whrn	25861	WHRN
100754989	Znf652	22834	ZNF652
100754990	Pop1	10940	POP1
100754991	Map3k13	9175	MAP3K13
100754993	LOC100754993	393046	OR2A5
100754994	Ghdc	84514	GHDC
100754995	Rapgef2	9693	RAPGEF2
100754996	Aldh6a1	4329	ALDH6A1
100754997	LOC100754997	282770	OR10AG1
100754999	Nsrp1	84081	NSRP1
100755000	Tmx2	51075	TMX2
100755001	Evi5l	115704	EVI5L
100755002	Ppard	5467	PPARD
100755003	Mrpl15	29088	MRPL15
100755004	Lama3	3909	LAMA3
100755005	Pla2g2f	64600	PLA2G2F
100755007	Ndufa4l2	56901	NDUFA4L2
100755009	LOC100755009	56107	PCDHGA9
100755010	Yipf3	25844	YIPF3
100755012	Fbxl7	23194	FBXL7
100755015	Prr19	284338	PRR19
100755019	LOC100755019	2197	FAU
100755020	Clec11a	6320	CLEC11A
100755021	Lgals2	3957	LGALS2
100755022	Wdr55	54853	WDR55
100755024	Figla	344018	FIGLA
100755025	Sap130	79595	SAP130
100755026	LOC100755026	9287	TAAR2
100755029	Myoz2	51778	MYOZ2
100755030	Foxr1	283150	FOXR1
100755032	Cops4	51138	COPS4
100755033	Pomt1	10585	POMT1
100755036	Fam177b	400823	FAM177B
100755037	Col2a1	1280	COL2A1
100755041	LOC100755041	9400	RECQL5
100755043	LOC100755043	119694	OR51F2
100755044	Gid4	79018	GID4
100755045	LOC100755045	388939	C2orf71
100755046	Katnal1	84056	KATNAL1
100755048	Ulk3	25989	ULK3
100755050	Cntrob	116840	CNTROB
100755051	Rps8	6202	RPS8
100755053	Nrf1	4899	NRF1
100755055	Ttl	150465	TTL
100755056	LOC100755056	341392	ACSM4
100755057	Dnaja4	55466	DNAJA4
100755060	Il5	3567	IL5
100755061	LOC100755061	119392	SFR1
100755062	Alg9	79796	ALG9
100755063	Lhfpl2	10184	LHFPL2
100755066	Mvb12a	93343	MVB12A
100755067	Tmem38a	79041	TMEM38A
100755068	Smco3	440087	SMCO3
100755070	Mrpl45	84311	MRPL45
100755071	Mboat4	619373	MBOAT4
100755072	Tll1	7092	TLL1
100755073	Cxadr	1525	CXADR
100755074	LOC100755074	163590	TOR1AIP2
100755076	Cacna2d4	93589	CACNA2D4
100755077	Sema3f	6405	SEMA3F
100755078	Col6a1	1291	COL6A1
100755083	Hivep3	59269	HIVEP3
100755086	Snip1	79753	SNIP1
100755087	Ttll9	164395	TTLL9
100755088	Midn	90007	MIDN
100755089	Mlh3	27030	MLH3
100755091	Lama5	3911	LAMA5
100755092	Ooep	441161	OOEP
100755093	Rtkn2	219790	RTKN2
100755098	Sox6	55553	SOX6
100755099	Pithd1	57095	PITHD1
100755100	Tbc1d4	9882	TBC1D4
100755102	Kbtbd3	143879	KBTBD3
100755103	Acvr2b	93	ACVR2B
100755104	CUNH11orf97	643037	C11orf97
100755105	Gaa	2548	GAA
100755106	Foxj1	2302	FOXJ1
100755109	Pif1	80119	PIF1
100755110	Mpp1	4354	MPP1
100755112	Cyhr1	50626	CYHR1
100755113	Gabra4	2557	GABRA4
100755114	Cdc42ep3	10602	CDC42EP3
100755116	Hpgd	3248	HPGD
100755117	Rnase12	493901	RNASE12
100755118	Plag1	5324	PLAG1
100755120	Chid1	66005	CHID1
100755121	Rnaset2	8635	RNASET2
100755122	Entpd8	377841	ENTPD8
100755123	LOC100755123	5441	POLR2L
100755125	Znf668	79759	ZNF668
100755126	Lnx1	84708	LNX1
100755130	LOC100755130	390191	OR5B12
100755131	LOC100755131	165631	PARP15
100755133	Alpk1	80216	ALPK1
100755135	Znf469	84627	ZNF469
100755137	Sh3bgr	6450	SH3BGR
100755141	Arntl	406	ARNTL
100755143	LOC100755143	4848	CNOT2
100755144	Shank3	85358	SHANK3
100755145	Suv39h2	79723	SUV39H2
100755146	Ccdc15	80071	CCDC15
100755149	Camk1	8536	CAMK1
100755150	LOC100755150	121275	OR10AD1
100755151	Tspan10	83882	TSPAN10
100755152	Ncoa1	8648	NCOA1
100755154	Acot7	11332	ACOT7
100755155	Kiaa1549l	25758	KIAA1549L
100755156	Slc9c2	284525	SLC9C2
100755159	Map1a	4130	MAP1A
100755161	Chn1	1123	CHN1
100755162	LOC100755162	54988	ACSM5
100755164	Rspo3	84870	RSPO3
100755165	Tnp1	7141	TNP1
100755168	Itih6	347365	ITIH6
100755170	Cdk18	5129	CDK18
100755175	Ydjc	150223	YDJC
100755176	Pdcl3	79031	PDCL3
100755177	Rnf10	9921	RNF10
100755178	Ska2	348235	SKA2
100755179	Aldob	229	ALDOB
100755180	Slc4a1	6521	SLC4A1
100755181	Msmp	692094	MSMP
100755182	Ogn	4969	OGN
100755186	Pgk2	5232	PGK2
100755187	Atp6v1e1	529	ATP6V1E1
100755189	Txndc17	84817	TXNDC17
100755190	Bbs12	166379	BBS12
100755195	Gfm2	84340	GFM2
100755197	Dpysl3	1809	DPYSL3
100755198	Lrch2	57631	LRCH2
100755199	LOC100755199	728858	C12orf71
100755200	Sec14l2	23541	SEC14L2
100755202	Psph	5723	PSPH
100755203	Ppp6r2	9701	PPP6R2
100755204	Slc35f4	341880	SLC35F4
100755207	LOC100755207	1351	COX8A
100755208	Pus10	150962	PUS10
100755209	Gapvd1	26130	GAPVD1
100755211	Treml1	340205	TREML1
100755212	Abhd2	11057	ABHD2
100755215	Pax2	5076	PAX2
100755216	Efnb1	1947	EFNB1
100755217	Prtg	283659	PRTG
100755219	LOC100755219	441639	OR9K2
100755221	Tpcn2	219931	TPCN2
100755222	LOC100755222	337879	KRTAP8-1
100755223	Mmel1	79258	MMEL1
100755225	St14	6768	ST14
100755226	Prkab1	5564	PRKAB1
100755228	LOC100755228	345611	IRGM
100755229	Ercc8	1161	ERCC8
100755230	Prpf38a	84950	PRPF38A
100755233	LOC100755233	185	AGTR1
100755234	Tldc2	140711	TLDC2
100755235	Dhx33	56919	DHX33
100755237	Ckap5	9793	CKAP5
100755239	LOC100755239	83715	ESPN
100755240	Kank4	163782	KANK4
100755242	Fam167a	83648	FAM167A
100755243	LOC100755243	4991	OR1D2
100755244	Lgalsl	29094	LGALSL
100755246	Tiparp	25976	TIPARP
100755248	Ankrd34a	284615	ANKRD34A
100755250	Stard8	9754	STARD8
100755252	Dtymk	1841	DTYMK
100755254	Pip4k2a	5305	PIP4K2A
100755255	Ghsr	2693	GHSR
100755256	Ints10	55174	INTS10
100755257	Ptp4a2	8073	PTP4A2
100755258	LOC100755258	340665	CYP26C1
100755259	Ddost	1650	DDOST
100755260	Ap1g1	164	AP1G1
100755261	Usp44	84101	USP44
100755262	Slc9a3r2	9351	SLC9A3R2
100755263	Slc17a2	10246	SLC17A2
100755264	Bbs4	585	BBS4
100755265	Etf1	2107	ETF1
100755266	Artn	9048	ARTN
100755267	Cct3	7203	CCT3
100755270	Kif12	113220	KIF12
100755272	Btg1	694	BTG1
100755273	Phb	5245	PHB
100755274	Nipal2	79815	NIPAL2
100755275	Tmem41a	90407	TMEM41A
100755276	Smpd3	55512	SMPD3
100755279	Col8a1	1295	COL8A1
100755280	Lin52	91750	LIN52
100755282	Ccnb3	85417	CCNB3
100755285	Med19	219541	MED19
100755287	Znf76	7629	ZNF76
100755288	Lypla1	10434	LYPLA1
100755290	Ubxn10	127733	UBXN10
100755291	LOC100755291	401546	C9orf152
100755293	Fam46d	169966	FAM46D
100755294	LOC100755294	56101	PCDHGB5
100755295	Xpo5	57510	XPO5
100755296	Ankrd12	23253	ANKRD12
100755298	LOC100755298	28968	SLC6A16
100755299	Ubxn1	51035	UBXN1
100755300	Lipe	3991	LIPE
100755303	Tcirg1	10312	TCIRG1
100755305	Syt3	84258	SYT3
100755306	Gga1	26088	GGA1
100755307	Dnd1	373863	DND1
100755308	Gcm1	8521	GCM1
100755309	Rps28	6234	RPS28
100755310	LOC100755310	50489	CD207
100755311	LOC100755311	55679	LIMS2
100755313	Ttc6	319089	TTC6
100755315	Pde5a	8654	PDE5A
100755316	Mcam	4162	MCAM
100755317	Odaph	152816	ODAPH
100755318	Lin54	132660	LIN54
100755319	Prrc2b	84726	PRRC2B
100755321	Il15ra	3601	IL15RA
100755322	Aida	64853	AIDA
100755324	Btd	686	BTD
100755325	Lmln	89782	LMLN
100755326	Wwc2	80014	WWC2
100755327	LOC100755327	80022	MYO15B
100755328	Trip4	9325	TRIP4
100755329	LOC100755329	119695	OR52R1
100755330	Myo15a	51168	MYO15A
100755331	Spdya	245711	SPDYA
100755332	Ubl3	5412	UBL3
100755334	Cplx3	594855	CPLX3
100755337	Kcnab3	9196	KCNAB3
100755338	Armh1	339541	ARMH1
100755339	Fxn	2395	FXN
100755340	Ints12	57117	INTS12
100755342	Zc3h6	376940	ZC3H6
100755344	Wdr61	80349	WDR61
100755345	Rcn3	57333	RCN3
100755349	Rad50	10111	RAD50
100755352	Ap3b1	8546	AP3B1
100755353	Tmem202	338949	TMEM202
100755355	Mrpl34	64981	MRPL34
100755356	Med26	9441	MED26
100755359	Arhgap23	57636	ARHGAP23
100755360	Leprotl1	23484	LEPROTL1
100755364	Igsf9	57549	IGSF9
100755365	Fbxl14	144699	FBXL14
100755366	Pcbp3	54039	PCBP3
100755368	Mal2	114569	MAL2
100755369	Ergic3	51614	ERGIC3
100755371	Capn11	11131	CAPN11
100755374	Nsmaf	8439	NSMAF
100755375	Meaf6	64769	MEAF6
100755376	Dusp15	128853	DUSP15
100755377	CUNH19orf24	55009	C19orf24
100755378	Acyp1	97	ACYP1
100755379	Msgn1	343930	MSGN1
100755380	Dppa5	340168	DPPA5
100755381	Cmtr1	23070	CMTR1
100755382	Fhit	2272	FHIT
100755383	Cdhr1	92211	CDHR1
100755385	Hmgcl	3155	HMGCL
100755386	Uchl3	7347	UCHL3
100755388	Msantd4	84437	MSANTD4
100755389	Scn10a	6336	SCN10A
100755390	Izumo1r	390243	IZUMO1R
100755391	Sgsh	6448	SGSH
100755392	Aanat	15	AANAT
100755394	Lce6a	448835	LCE6A
100755395	Dkc1	1736	DKC1
100755397	Slc39a4	55630	SLC39A4
100755398	Atp10d	57205	ATP10D
100755400	Leprot	54741	LEPROT
100755401	Cep44	80817	CEP44
100755402	Ang	283	ANG
100755403	Ski	6497	SKI
100755404	Chchd7	79145	CHCHD7
100755406	Ap2a2	161	AP2A2
100755407	Tbxt	6862	TBXT
100755409	Agfg2	3268	AGFG2
100755410	Gabre	2564	GABRE
100755411	Znf646	9726	ZNF646
100755414	LOC100755414	390191	OR5B12
100755415	LOC100755415	151636	DTX3L
100755416	LOC100755416	283297	OR10A4
100755417	Zgrf1	55345	ZGRF1
100755419	Ca5a	763	CA5A
100755421	Mtor	2475	MTOR
100755427	Mmp27	64066	MMP27
