MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2443432	Foxj3	forkhead box J3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9UPW0 	J:164563 	
MGI:2443432	Foxj3	forkhead box J3	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002918318 Q9P0K8 Q9UPW0 	J:161428 	
MGI:1347488	Foxk1	forkhead box K1	5		DNA-binding transcription factor activity			ISO	P85037 	J:164563 	
MGI:1347488	Foxk1	forkhead box K1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1347488 MGI:1916087 P85037 PTN002913162 Q01167 SPBC16G5.15c 	J:161428 	
MGI:1347488	Foxk1	forkhead box K1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:42857 	
MGI:1347488	Foxk1	forkhead box K1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000328720 P85037 	J:342605 	
MGI:1347488	Foxk1	forkhead box K1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P85037 	J:164563 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000335677 Q01167 	J:342605 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q01167 	J:164563 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription factor activity			IDA		J:283202 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription factor activity			IDA		J:273343 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1347488 MGI:1916087 P85037 PTN002913162 Q01167 SPBC16G5.15c 	J:161428 	
MGI:1916087	Foxk2	forkhead box K2	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:217746 	
MGI:1347469	Foxl1	forkhead box L1	8		DNA-binding transcription factor activity			IDA		J:190291 	
MGI:1347469	Foxl1	forkhead box L1	8		DNA-binding transcription factor activity			TAS		J:41235 	
MGI:1347469	Foxl1	forkhead box L1	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	A8MTJ6 MGI:1096329 MGI:1298228 MGI:1347463 MGI:1347466 MGI:1347476 MGI:1347481 MGI:1349428 MGI:3511278 MGI:95546 O00358 O60548 PTN000930906 Q12948 Q12951 Q99958 Q9UJU5 RGD:2807 RGD:2808 S000001393 SPBC32H8.11 SPBC4C3.12 	J:161428 	
MGI:1349428	Foxl2	forkhead box L2	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:85559 	
MGI:1349428	Foxl2	forkhead box L2	9		DNA-binding transcription factor activity			IDA		J:85559 	
MGI:1349428	Foxl2	forkhead box L2	9		DNA-binding transcription factor activity			TAS		J:48144 	
MGI:1349428	Foxl2	forkhead box L2	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	A8MTJ6 MGI:1096329 MGI:1298228 MGI:1347463 MGI:1347466 MGI:1347476 MGI:1347481 MGI:1349428 MGI:3511278 MGI:95546 O00358 O60548 PTN000930906 Q12948 Q12951 Q99958 Q9UJU5 RGD:2807 RGD:2808 S000001393 SPBC32H8.11 SPBC4C3.12 	J:161428 	
MGI:3646467	Foxl3	forkhead box L3	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	Q12951 A8MTJ6 MGI:1096329 MGI:1298228 MGI:1347463 MGI:1347466 MGI:1347476 MGI:1347481 MGI:1349428 MGI:3511278 MGI:95546 O00358 O60548 PTN000930906 Q12948 Q99958 Q9UJU5 RGD:2807 RGD:2808 S000001393 SPBC32H8.11 SPBC4C3.12 	J:161428 	
MGI:1347487	Foxm1	forkhead box M1	6		DNA-binding transcription factor activity			IBA	PTN002930271 Q08050 	J:161428 	
MGI:1347487	Foxm1	forkhead box M1	6		DNA-binding transcription factor activity			ISO	Q08050 	J:164563 	
MGI:1347487	Foxm1	forkhead box M1	6		DNA-binding transcription factor activity			ISS	Q08050-1 	J:113777 	
MGI:102949	Foxn1	forkhead box N1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:39811 	
MGI:102949	Foxn1	forkhead box N1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:39811 	
MGI:102949	Foxn1	forkhead box N1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102949 PTN000930751 	J:161428 	
MGI:1347478	Foxn2	forkhead box N2	17		DNA-binding transcription factor activity			IBA	MGI:2151057 PTN000216159 	J:161428 	
MGI:1918625	Foxn3	forkhead box N3	12		DNA-binding transcription factor activity			IBA	MGI:2151057 PTN000216159 	J:161428 	
MGI:2151057	Foxn4	forkhead box N4	5		DNA-binding transcription factor activity			IBA	MGI:2151057 PTN000216159 	J:161428 	
MGI:2151057	Foxn4	forkhead box N4	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:205743 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:Q60994		IDA		J:117723 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Zfp125		IDA		J:270723 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:287060 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q12778 	J:164563 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription factor activity			IDA		J:80826 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription factor activity			ISO	RGD:620283 	J:155856 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription factor activity			ISO	Q12778 	J:164563 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1890077 MGI:1890081 MGI:2676586 O43524 P98177 PTN002908599 Q12778 	J:161428 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens in gastrocnemius muscle,uses Ostn		IDA		J:127427 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses UniProtKB:P52946		IDA		J:254113 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses UniProtKB:P52946		IDA		J:79560 	
MGI:1890077	Foxo1	forkhead box O1	3		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens in neuroblast (sensu Vertebrata),uses Aspm		IGI	MGI:1890081 	J:154024 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses RNAcentral:URS000069B691_10090,happens in cardiac muscle cell		IDA		J:168129 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:287060 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			IDA		J:130403 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			IDA		J:130442 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			IDA		J:88189 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			IDA		J:92432 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			ISO	O43524 	J:164563 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity			ISO	O43524 	J:73065 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1890077 MGI:1890081 MGI:2676586 O43524 P98177 PTN002908599 Q12778 	J:161428 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens in neuroblast (sensu Vertebrata),uses Aspm		IGI	MGI:1890077 	J:154024 	
MGI:1890081	Foxo3	forkhead box O3	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O43524 	J:164563 	
MGI:1891915	Foxo4	forkhead box O4	X		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000363377 P98177 	J:342605 	
MGI:1891915	Foxo4	forkhead box O4	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P98177 	J:164563 	
MGI:1891915	Foxo4	forkhead box O4	X		DNA-binding transcription factor activity			ISO	P98177 	J:164563 	
MGI:1891915	Foxo4	forkhead box O4	X		DNA-binding transcription factor activity			ISS	P98177 	J:342587 	
MGI:1891915	Foxo4	forkhead box O4	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1890077 MGI:1890081 MGI:2676586 O43524 P98177 PTN002908599 Q12778 	J:161428 	
MGI:2676586	Foxo6	forkhead box O6	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1890077 MGI:1890081 MGI:2676586 O43524 P98177 PTN002908599 Q12778 	J:161428 	
MGI:2676586	Foxo6	forkhead box O6	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:191193 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription factor activity	happens in lung,uses Pdpn		IDA		J:121421 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription factor activity			IDA		J:156251 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription factor activity	happens in corpus striatum,happens in hippocampus		TAS		J:226616 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Rag2		IDA		J:112644 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IGI	MGI:1337080 	J:132982 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:1914004 MGI:1921373 MGI:2148705 PTN000215042 	J:161428 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IC	GO:0000122 GO:0000978 	J:342596 	
MGI:1914004	Foxp1	forkhead box P1	6		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses NCBI_Gene:22287		IDA		J:70542 	
MGI:2148705	Foxp2	forkhead box P2	6		DNA-binding transcription factor activity	happens in lung,uses Pdpn		IDA		J:121421 	
MGI:2148705	Foxp2	forkhead box P2	6		DNA-binding transcription factor activity			ISO	O15409 	J:164563 	
MGI:2148705	Foxp2	forkhead box P2	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:1914004 MGI:1921373 MGI:2148705 PTN000215042 	J:161428 	
MGI:2148705	Foxp2	forkhead box P2	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:102102 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000365380 Q9BZS1 	J:342605 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription factor activity	happens in CD4-positive, alpha-beta T cell,uses Il2,happens in CD4-positive, alpha-beta T cell,uses Ctla4,happens in CD4-positive, alpha-beta T cell,uses Il2ra,happens in CD4-positive, alpha-beta T cell,uses Tnfrsf18,happens in CD4-positive, alpha-beta T cell,uses Ifng		IDA		J:117627 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription factor activity			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription factor activity			ISS	Q9BZS1 	J:342587 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in CD4-positive, alpha-beta T cell,uses Ifng		IDA		J:117627 	
MGI:1891436	Foxp3	forkhead box P3	X		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:1914004 MGI:1921373 MGI:2148705 PTN000215042 	J:161428 	
MGI:1921373	Foxp4	forkhead box P4	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:1914004 MGI:1921373 MGI:2148705 PTN000215042 	J:161428 	
MGI:1921373	Foxp4	forkhead box P4	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:102102 	
MGI:1921373	Foxp4	forkhead box P4	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:102102 	
MGI:1298228	Foxq1	forkhead box Q1	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	Q9UJU5 A8MTJ6 MGI:1096329 MGI:1298228 MGI:1347463 MGI:1347466 MGI:1347476 MGI:1347481 MGI:1349428 MGI:3511278 MGI:95546 O00358 O60548 PTN000930906 Q12948 Q12951 Q99958 RGD:2807 RGD:2808 S000001393 SPBC32H8.11 SPBC4C3.12 	J:161428 	
MGI:1298228	Foxq1	forkhead box Q1	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:65015 	
MGI:2685961	Foxr1	forkhead box R1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q6PIV2 	J:164563 	
MGI:2685961	Foxr1	forkhead box R1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISS	Q6PIV2 	J:342587 	
MGI:2685961	Foxr1	forkhead box R1	9		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q6PIV2 	J:164563 	
MGI:2685961	Foxr1	forkhead box R1	9		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISS	Q6PIV2 	J:342587 	
MGI:3511682	Foxr2	forkhead box R2	X		DNA-binding transcription factor activity			IEA	IPR001766 	J:72247 	
MGI:95546	Foxs1	forkhead box S1	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	A8MTJ6 MGI:1096329 MGI:1298228 MGI:1347463 MGI:1347466 MGI:1347476 MGI:1347481 MGI:1349428 MGI:3511278 MGI:95546 O00358 O60548 PTN000930906 Q12948 Q12951 Q99958 Q9UJU5 RGD:2807 RGD:2808 S000001393 SPBC32H8.11 SPBC4C3.12 	J:161428 	
MGI:95546	Foxs1	forkhead box S1	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:138911 	
MGI:95610	Gabpa	GA repeat binding protein, alpha	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000382948 Q06546 	J:342605 	
MGI:95610	Gabpa	GA repeat binding protein, alpha	16		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q06546 	J:164563 	
MGI:95610	Gabpa	GA repeat binding protein, alpha	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107180 MGI:109336 MGI:1101781 MGI:1335079 MGI:1341168 MGI:1350926 MGI:95554 MGI:98282 MGI:99253 P11308 P14921 P15036 P19419 P28324 P32519 P41161 P41212 P41970 P43268 P50548 P50549 P78545 PTN000218930 Q01892 Q06546 Q15723 Q99607 Q9NZC4 Q9Y603 RGD:628860 	J:161428 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Cmtm2a		IDA		J:151201 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Klf1		IDA		J:18481 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Nfe2		IDA		J:41622 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Thpo		IDA		J:45321 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription factor activity			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:95661	Gata1	GATA binding protein 1	X		DNA-binding transcription factor activity, RNA polymerase II-specific		PR:P17679-1	IDA		J:30154 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Spi1		IDA		J:129434 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Prl3d1		IDA		J:21619 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Tshb		IDA		J:43153 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription factor activity			ISO	P23769 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:95662	Gata2	GATA binding protein 2	6		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P23769 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:166393 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:20800 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Prl3d1		IDA		J:21619 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P23771 	J:20800 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription factor activity			IDA		J:217351 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription factor activity			ISO	RGD:621250 	J:155856 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription factor activity			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	P23771 	J:342587 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISS	P23771 	J:342587 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription activator activity			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity			IDA		J:50069 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity			IDA		J:91550 	
MGI:95664	Gata4	GATA binding protein 4	14	contributes_to	DNA-binding transcription factor activity			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:108520 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:113930 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:124791 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:127378 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:171727 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:196264 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:2665 	J:155856 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity			ISO	Q9BWX5 	J:164563 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific	uses UniProtKB:P70313,happens in embryo,happens in outflow tract		IDA		J:175663 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:38927 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity			IDA		J:109283 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity			IDA		J:117072 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity	uses Wnt7b		IDA		J:77089 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity			ISO	Q92908 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107516 MGI:109497 MGI:95661 MGI:95662 MGI:95663 MGI:95664 P15976 P23769 P23771 P43694 PTN001600628 Q92908 RGD:2665 S000001742 S000001873 S000003646 SPCC1393.08 SPCC1902.01 	J:161428 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:34197 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q92908 	J:164563 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:95668 PTN000677856 	J:161428 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:195357 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:95668 PTN000677856 	J:161428 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000259803 Q9NP62 	J:342605 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9NP62 	J:164563 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity			ISO	Q9NP62 	J:73065 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity			TAS		J:79185 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	O75603 PTN000275807 Q9NP62 	J:161428 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q9NP62 	J:164563 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q9NP62 	J:241798 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	IPR039791 	J:72247 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity			TAS		J:63291 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	O75603 PTN000275807 Q9NP62 	J:161428 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O75603 	J:164563 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	O75603 	J:342587 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription factor activity			IBA	MGI:103170 MGI:1332234 MGI:1342540 MGI:1342542 MGI:3029290 P49711 PTN002812688 Q99684 Q9GZX5 Q9H5V7 Q9UID6 Q9UKT9 Q9UQR1 RGD:708385 	J:161428 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IEA	PTHR24394 	J:345476 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription repressor activity	directly_positively_regulates transcription corepressor activity		IDA		J:175166 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q99684 	J:164563 	
MGI:1276578	Gfi1b	growth factor independent 1B	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1917923 MGI:95457 PTN002811836 SPAC4G8.13c 	J:161428 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2386723 MGI:2444289 MGI:95727 MGI:95728 PTN000456649 	J:161428 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:121411 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:111401 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity			IDA		J:111401 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity			ISO	P10070 	J:164563 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2386723 MGI:2444289 MGI:95727 MGI:95728 PTN000456649 	J:161428 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity			IDA		J:169807 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity			ISO	P10071 	J:164563 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2386723 MGI:2444289 MGI:95727 MGI:95728 PTN000456649 	J:161428 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:78620 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2386723 MGI:2444289 MGI:95727 MGI:95728 PTN000456649 	J:161428 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:78620 	
MGI:1932535	Glis2	GLIS family zinc finger 2	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:168705 	
