Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"542"	"ZBTB24"	"563.3"	"ARCHS4 Coexpression,933;Enrichr Queries,252;GTEx Coexpression,505"	"PPP1R15B,PIGU,CHPF,PRKCSH,NEDD4L,PLOD1,FOXO1,IGF1R,DNAJB2,UGCG,NDST1,SRP72,GNPTAB,PSMD5,MICAL1,UBR5,VTI1A,TBC1D10C,ABL2,MGAT2,RAB8A,TRIM22,CYTH1,ACTR2,ST6GAL1,RABGAP1L,EXOC8,NCOA3,EIF2AK2,ALG11,DNAJC14,ALG10,ACAP3,ACAP1,PSME3,DDIT3,MGAT4A,RAB35,POMK,BCL2,BAX,B3GNT2,TP53,ALG10B,FKBP5"
"gene_set_query"	"543"	"ZNF460"	"563.7"	"ARCHS4 Coexpression,674;Enrichr Queries,142;GTEx Coexpression,875"	"PPP1R15B,PGAP1,RAB5C,STX17,PRKCSH,TUSC3,ARPC1B,RAB1B,UBE2D3,HSPA4L,UBR4,UBR3,ARHGAP5,HSPA13,HERPUD1,IGF1R,RAB21,BAG6,UGCG,HSPH1,CAPNS1,ARHGDIA,UBR5,AKT3,VTI1A,ABL2,UGGT2,B4GALNT2,GET4,HSPA8,SEC24B,HSP90AA1,TMED9,SEC24A,TRAPPC1,HSPA5,NCOA3,SIAH1,YOD1,ALG10,RAD23B,PIGA,DDIT3,MGAT4B,BCL2,CHMP4B,ALG10B"
"gene_set_query"	"544"	"ZNF511"	"564.3"	"ARCHS4 Coexpression,290;Enrichr Queries,291;GTEx Coexpression,1112"	"UBE2D4,ARAF,HSPB1,CLTA,PSMD8,PSMD4,TMED1,SEC61B,SEC13,TRAPPC2L,SSR4,NCOA3,SSR2,ALG3,RAD23A,DDOST,RNF126,PSMA4,PPIF,DNAJC9,KIF20A,CHMP6,FKBP4,PPIA,PPID,FKBP5,PSMD14,RFNG,UBE2J2,HSPBP1,PSMA7,PSMB6,PSMB7,PSMB5,PRDX4,PSMB2,PSMB3,LMAN2,PSMB1,MAP2K7,CCT7,UBL4A,HSPA8,SDF2L1,ADRM1,FUCA2,SNF8,COPS6,PSMC3,PSMG1,COPE"
"gene_set_query"	"545"	"ZNF34"	"565.7"	"ARCHS4 Coexpression,320;Enrichr Queries,496;GTEx Coexpression,881"	"ARF3,PIGU,PIGT,GPAA1,PRKCSH,BICD1,PKD1,CASP12,CAPNS1,MCF2L,RNF19A,AKT3,AKT1,GAL3ST3,SKP1,TMED4,DGAT1,CHPF2,NCOA3,UBE2E1,MOGS,ALG11,RAD23B,SRP9,DDIT3,DNAJC5,PLAA,CHMP4B,TMBIM6,VAMP4,ARHGEF7,SEC22A,OPTN,VPS28,ROCK1,RAB1B,ITPR1,NEDD4L,RRBP1,FOXO1,INPP5B,BAG6,GANAB,ABL1,MLEC,ST3GAL1,CSNK1A1,MICAL3,MICAL2,TRAPPC9,MAPK10,MGAT4B"
"gene_set_query"	"546"	"ZNF140"	"566.3"	"ARCHS4 Coexpression,49;Enrichr Queries,816;GTEx Coexpression,834"	"ARF3,PIGU,PRKCSH,ATP2A2,TRIM8,POFUT2,CAPNS1,AKT2,ARHGDIA,AKT3,PSMD3,AKT1,QSOX2,CAPN1,GIT1,TMED4,SKP1,COG7,NCOA3,COG3,AP1B1,ALG13,CSNK1D,MOGS,RAD23B,ARFGAP1,SRP9,PSMA3,DDIT3,DNAJC5,RAB35,B3GNT2,CHMP4B,PIGG,SEC22A,RAB1A,TBC1D9B,RAB5C,STX16,RAB1B,RRBP1,FOXO1,GGA2,BAG6,DNAJB2,GANAB,DNAJB4,VPS54,DNAJB9,YKT6,CSNK1A1,AP3D1,COPS4,MGAT4B,RAB18,P4HB,CALR,UBE2M"
"gene_set_query"	"547"	"PCGF2"	"566.5"	"ARCHS4 Coexpression,840;ReMap ChIP-seq,293"	"ARF3,B4GALT2,ERO1B,FKBP10,KDELR1,PRKCSH,AUP1,IGF1R,CLGN,HS6ST3,AKAP10,NDST3,TBC1D30,PSMD3,AP1S1,AP3S1,CSGALNACT1,ST6GAL2,ALG6,COG1,TBC1D1,TBC1D5,PPIE,ARHGEF7,CHMP6,VAMP3,AGAP1,BAG6,SERPINH1,ABL1,KCNN2,ST8SIA6,DNAJC5G,RAB28,B4GALNT3,UBQLN4,RAB11FIP3,B4GALNT4,TBC1D16,RAB3IP,AP3D1,MGAT4A,RAB12,RAB18,TRIM36,UBA1,CNIH2,BET1,UBE2M"
"gene_set_query"	"548"	"HIVEP1"	"566.7"	"ARCHS4 Coexpression,1025;Enrichr Queries,508;GTEx Coexpression,167"	"PPP1R15B,POGLUT1,PGAP3,ROCK2,PRKCSH,IRS1,ITPR1,UBR4,ITPR2,NEDD4L,FOXO1,PSMA7,IGF1R,EEA1,PSMD8,ATXN3,SRP72,PSMD4,RNF19A,UBR5,TBC1D13,CCT7,ST3GAL1,MAP3K5,ACTR3,CCT3,ARFGEF1,SEC24B,SEC24A,TRAPPC2L,CSNK1A1,EDEM1,NCOA3,ALG10,POMGNT1,EXT1,PIK3CA,PACS2,RAB35,BCL2,B3GNT2,TP53,ALG10B,OGT,ARF5,ARF6"
"gene_set_query"	"549"	"ISL2"	"567.7"	"ARCHS4 Coexpression,343;Enrichr Queries,938;GTEx Coexpression,422"	"ARF1,PRKCSH,ARPC1B,HSPB1,B3GNTL1,LFNG,PSMD8,PSMD4,PSMD3,UFD1,TRIM21,RAB8A,HS3ST3B1,CCT3,SEC13,NCOA3,PIGB,RNF126,DNAJC6,RAB35,DNAJB11,BTK,RAB5C,WAS,HSPBP1,PSMA7,FUT7,CYTH4,PRDX4,PSMB2,LMAN2,PSMB1,ST8SIA4,CHST15,CCT7,ST3GAL2,CCT5,TRAP1,SDF2L1,NDE1,FUCA2,ADRM1,RAB27A,ARPC4,ARPC5,PSMB9,ARPC3,TRIM36,PSMG1,COPE,UBE2M"
"gene_set_query"	"550"	"ZNF135"	"568.0"	"ARCHS4 Coexpression,289;Enrichr Queries,444;GTEx Coexpression,971"	"ARF3,PIGU,PRKCSH,IRS1,PIGQ,IGF1R,LFNG,SEC61A1,ARHGDIA,AKT3,PSMD3,TBC1D30,AKT1,TRIM25,PAAF1,CSGALNACT1,ACTR2,TMED9,COG7,ST6GAL2,EXOC7,CHPF2,NCOA3,MOGS,RAD23B,PSMA5,RAB36,RER1,PSME3,RAB35,CHMP4B,RAB5C,STX16,RAB1B,COPS7B,AGAP1,BAG6,DPP6,GANAB,INPP5E,VTI1A,MAN1C1,YKT6,TRAPPC2,WFS1,ST8SIA2,RAB11B,MAPK10,UST,MGAT4B,BCL2,P4HB,CALR"
"gene_set_query"	"551"	"ZNF165"	"568.0"	"ARCHS4 Coexpression,163;Enrichr Queries,582;ReMap ChIP-seq,46;GTEx Coexpression,1481"	"ERO1A,CALR3,DOCK5,HSP90AB1,GPAA1,HSPB8,CCT6B,HERPUD1,NDST2,EEA1,NDST1,DDI1,SKP1,DGAT1,SSR4,NCOA3,KIF23,DDOST,DNAJC3,PSMA3,TBC1D4,DDIT3,FKBP8,B3GNT3,KIF20A,ARHGEF2,SEC22B,ATF6,ARF6,PPP1R15B,PSMD12,PSMD11,SAR1A,STX16,SAR1B,FUT11,RAB21,UGCG,HSPH1,PSMB5,RAB11FIP1,VPS51,RAB25,UBQLN1,STX5,DNAJB9,ST3GAL6,GCNT4,STX3,UBQLN3,AP1M2,PTPN1,TOR1A,HSPA5,DNAJC5B,CSNK1A1,FUCA2,HSPA6,SIAH1,MICAL3,HSPA2,DNAJA1,DNAJA2,PSMG3,TRIM36,SRPRB,SEC24D,SEC24C,HSPA1A"
"gene_set_query"	"552"	"HOXB7"	"569.6"	"Literature ChIP-seq,111;ARCHS4 Coexpression,937;Enrichr Queries,1172;ReMap ChIP-seq,210;GTEx Coexpression,418"	"SLC35B3,GALNT11,POGLUT1,EXOC3L4,TUSC3,PDCD6,XYLT2,PLOD3,UBE2Z,HS6ST2,CCT6B,PSMD8,RABGEF1,POFUT1,RNF19A,TRAPPC12,TRIM25,ARFIP1,SEC62,LARGE1,EIF2A,TBC1D10B,SKP1,CSGALNACT1,RAB2B,COG7,DGAT1,VPS33A,ALG5,ALG14,CSNK1D,UBE4B,RUFY1,TPST1,TMX3,RAB34,CSNK2B,PSME4,PSME1,PSME2,PPIH,KDELR3,PPIA,TP53,STX1A,GPLD1,VPS28,PPIC,VCP,GLT8D1,GLT8D2,ITPR2,DPP6,CHST11,BAG3,SERPINH1,VPS11,ST8SIA6,B4GALNT2,RAB6B,RAB11FIP4,ST3GAL2,CTSA,XBP1,IQSEC1,HSPA4,FUCA1,EDEM1,ST8SIA2,TNK2,FUCA2,SIAH1,B3GALT5,SNF8,EIF2S1,EXT1,CCT6A,ARPC2,UBE2N,MAN2B1,CALR3,ST6GALNAC1,PIGU,HSP90AB1,SNAP23,CLTC,HSPB1,RAB22A,SEC61A2,GLT1D1,SERP1,TRIM5,SEC61G,DDI2,TMED3,MAN1A1,QSOX2,AP3S1,GAL3ST2,COLGALT1,APPL2,GET4,RAB8B,ACTR3,RAB6C,NCOA3,SSR2,VPS37C,COPZ2,ARAP1,RAD23B,AP3B2,PSMA4,RABEP1,PIK3CA,TBC1D4,PLIN2,FAM20A,ST6GALNAC3,B4GALT6,CHST5,RAB1A,RABGAP1,ATF6B,GOSR2,POMP,GOSR1,GCNT1,WAS,STX10,AP3M2,RAB40B,PSMB3,AGR2,AGR3,GCNT3,AGA,DNAJB7,SEC11A,PTPN1,SLC35A4,SLC35A3,SEC24A,CSNK1A1,DNAJC5B,B3GAT2,SYVN1,UBE2G1,HS3ST5,HS3ST4,HS3ST1,FKBP1A,DNAJA1,AXL,VAPB,SGSM3,MGAT4B,BAX,PPIL4"
"gene_set_query"	"553"	"SNAPC4"	"570.5"	"ARCHS4 Coexpression,457;Enrichr Queries,196;ReMap ChIP-seq,114;GTEx Coexpression,1515"	"CMAS,UBXN2A,RAB3D,PLOD1,UBE2Z,PSMD9,CAPNS1,ARHGDIA,CAPN5,PSMD3,PSMD1,AKT1,TBC1D22A,COG6,STX8,VPS33A,CSNK1D,MOGS,ACAP3,RAB35,FKBP8,ULK1,FKBP4,ATF6,FKBP6,TRIM11,ATF4,PSMD12,TBC1D9B,SAR1B,ITPR3,UBR2,UBE2J2,FUT2,FOXO1,BAG6,NEU2,BAG3,ABL1,MAP2K7,RAB11FIP3,TBC1D15,VTI1B,TBC1D16,AP1M1,HSPA9,B3GALNT1,SDF2L1,EIF2AK1,SEC16A,TNK2,EDEM2,COPS2,STT3A,UBA1,CNIH3,CNIH4,UBE2M,COLGALT2,FKBP15,PRKCSH,PIGQ,POMT1,PIGP,USE1,PKD1,QSOX1,QSOX2,GIT1,ARHGEF11,WDR38,TMED9,NCOA3,DDOST,ARFGAP1,DNAJC3,TBC1D4,PACS2,CANX,TBC1D7,PLIN3,B3GNT2,ARHGEF2,SEC22B,CHST5,B4GALT7,VAMP2,HM13,GOSR2,DERL1,FURIN,NAPG,USP19,STX10,GGA1,GANAB,PSMB2,STX5,DNAJB9,MGAT2,BAK1,UGGT2,SEC23B,UBQLN4,SLC35A4,SEC24A,AP3D1,SPCS2,PSMC4,GLB1,RAB12,MGAT4B,RAB13"
"gene_set_query"	"554"	"NKX62"	"570.5"	"ARCHS4 Coexpression,384;GTEx Coexpression,757"	"NAPB,COLGALT2,GAL3ST1,RAB3A,ITPR1,AGAP1,DNAJB2,UGT8,RAB40B,PSD2,MCF2L,MGAT3,TBC1D12,TRAM1L1,SEC62,SLC35A5,RAB6B,RAB11FIP4,PAAF1,PSD,FBXO2,B3GAT1,IQSEC3,HSPA2,SVIP,STX1B,CAPN12,PACS2,B4GAT1,DNAJC6,CHST1,CNIH2,CRYAB,VAMP2"
"gene_set_query"	"555"	"ZNF16"	"571.3"	"ARCHS4 Coexpression,930;Enrichr Queries,486;GTEx Coexpression,298"	"ARF3,PIGU,PSMD11,UBXN1,STX17,PRKCSH,HSPB1,FUT1,USP19,BAG6,GANAB,PSMD7,CAPNS1,CAPN7,PSMD3,TRAPPC12,AKT1,ST3GAL1,PAAF1,B3GALNT2,ARHGEF11,ACTR2,SEC24B,CSNK2A1,DGAT1,NCOA3,UBE2G1,UBE4B,MOGS,HS3ST6,SRP68,TRAPPC9,RAD23B,EIF2S1,ARFGAP2,PIGC,DNMBP,DDIT3,DNAJC5,RAB35,MGAT4B,EXOC4,PLAA,B3GNT2,CHMP4B,ARHGEF2,TP53,VPS28"
"gene_set_query"	"556"	"SP110"	"571.3"	"ARCHS4 Coexpression,954;Enrichr Queries,234;GTEx Coexpression,526"	"UBA7,ARPC1B,WAS,B3GNTL1,STX11,PSMB10,GLT1D1,CYTH4,TRIM5,PSD4,ST8SIA4,TBC1D10C,TRIM25,LGALS9,TRIM21,RAB8A,TRIM22,CYTH1,NCOA3,EIF2AK2,ARPC4,CNPY3,PSMB8,PML,PSMB9,TAPBP,ACAP1,MFNG,BTK,PSME1,PSME2,ARHGEF1"
"gene_set_query"	"557"	"ZNF146"	"572.0"	"ARCHS4 Coexpression,836;Enrichr Queries,199;GTEx Coexpression,681"	"USP14,HSP90AB1,UBXN2A,HSPB1,HSP90B1,UGCG,HSPH1,SRP72,TMED2,CCT8,CCT7,CCT5,FKTN,CCT4,HSPA9,CCT3,ACTR2,CCT2,HSPA8,HSP90AA1,CSNK2A1,HSPA5,HSPA4,NCOA3,UBE2E1,B3GALT4,KIF23,EIF2AK4,ALG11,EIF2S1,SRP9,CCT6A,DNAJA1,UFM1,TMX1,COPS2,CANX,TCP1,POMK,PPIG,KIF20A,ATF4"
"gene_set_query"	"558"	"ZNF749"	"572.3"	"ARCHS4 Coexpression,41;Enrichr Queries,1100;GTEx Coexpression,576"	"PIGU,PRKCSH,PIGW,TRIM8,CAPNS1,SEC61B,GET4,SKP1,CCT3,ARHGEF11,CCT2,ALG8,CSNK2A1,NCOA3,KIF23,ALG11,ARAP1,ALG10,RAD23B,PSMA5,DPM1,PSMA6,PSMA3,PSMA4,PSMA1,PACS2,PSMA2,PSME3,DDIT3,DNAJC5,TCP1,CHMP4B,DNAJC9,ALG10B,RAB5B,PSMD14,PSMA7,DNAJB2,UGCG,PSMB7,PSMB5,PRDX4,PSMB2,SRP72,PSMB3,PSMB1,UBQLN1,BNIP1,CCT8,CCT7,CCT5,CCT4,PPIL1,IQSEC1,EIF2S1,CCT6A,COPS3,POMK"
"gene_set_query"	"559"	"ZNF212"	"572.3"	"ARCHS4 Coexpression,451;Enrichr Queries,465;GTEx Coexpression,801"	"USP6NL,PIGU,PGAP2,PRKCSH,HSPB1,AUP1,ARHGAP5,LFNG,AP1G1,PSD4,ARHGDIA,CAPN1,TBC1D22B,TBC1D10A,GET4,TBC1D10B,HSP90AA1,NCOA3,CSNK1D,VPS37B,CNPY3,DDOST,BET1L,RNF126,DDIT3,MFNG,CHMP4C,RAB38,ARHGEF1,TRIM16,FKBP9,TP53,TRIM11,ARF6,ROCK2,WAS,UBE2J2,STX10,RAB25,DNAJB6,BAG3,TBC1D17,TNK2,SGTA,B3GALT4,SYVN1,RAB11A,RNF103,SEC24C,COPE"
"gene_set_query"	"560"	"SIX2"	"572.5"	"ARCHS4 Coexpression,941;Enrichr Queries,971;ReMap ChIP-seq,291;GTEx Coexpression,87"	"RYR1,USP6NL,B4GALT2,FKBP10,ST6GALNAC1,UBE2D4,CLPB,CHPF,KDELR1,PRKCSH,ARPC1B,GALNT18,CLTA,HSPB1,ATP2A1,GXYLT2,SRP14,GALNT10,SEC61A1,GOLGA4,PSMD7,CAPN9,PSMD3,ARFIP2,AKT1,QSOX2,LARGE1,A4GALT,SKP1,HS3ST3B1,WDR38,EXOC8,SLC35C2,NCOA3,RAD23A,ERN1,PIK3CA,PLAA,CASQ1,FKBP9,CHST4,OPTN,CHST2,CHST3,PSMB11,PSMD12,PSMD11,HS3ST3A1,PKDCC,SAR1B,USO1,ITPR1,UBR3,PSMA7,ART1,LMAN1,PSMB5,RAB11FIP1,RAB20,BAG3,AGR2,SERPINH1,ABL1,HAS2,B4GALNT3,B4GALNT4,GALNT2,AMFR,ADRM1,EXT1,COPS3,NPLOC4,COPS5,DNMBP,RAB15,AXL,PSMC1,NEDD4,RAB12,PSMC2,BCL2,CALM1"
"gene_set_query"	"561"	"ZEB2"	"573.5"	"ARCHS4 Coexpression,551;Enrichr Queries,785;ReMap ChIP-seq,102;GTEx Coexpression,856"	"USP6NL,GALNT12,SLC35B2,XYLT1,AUP1,PSMD8,RAB44,PSMD2,AKT3,AP1S1,SEC62,SLC35A5,MAP3K5,ST6GAL1,STX7,CSGALNACT2,PDIA6,DPM2,ACAP2,RAB31,DDIT3,RAB34,CSNK2B,PPIA,STX1A,FKBP5,ITPR1,AGAP1,NEDD4L,UBR3,FUT1,BAG6,UGT8,RAB11FIP1,PRDX4,MAN2A2,CHST11,NEU1,ST8SIA4,SCAP,ST8SIA6,STXBP5,TBC1D12,B4GALNT2,RAB11FIP4,ST3GAL2,AP1M2,ATG5,SDF2L1,EDEM1,B3GALT4,MICAL2,CCT6A,GGCX,BCL2,PSMG4,COLGALT2,ST6GALNAC1,GAL3ST1,HSP90AB1,FKBP15,PRKCSH,PIGX,EEA1,RACK1,MAN1A1,TMED1,SNAP29,PAAF1,GAL3ST4,RAB8B,ACTR3,CCT3,MANBA,CHPF2,NCOA3,ARAP2,VPS37A,COPZ1,TAPBP,VAMP8,RABEP1,PACS2,PIK3CA,FAM20B,PLIN2,VAMP5,ST6GALNAC4,VAMP2,VAMP3,ST6GALNAC6,SEC22C,B4GALT5,PPP1R15B,ATF6B,FURIN,RNF5,STX10,DNAJB2,DNAJB1,CYTH4,VPS52,MGAT1,CCT7,CCT5,CCT4,SLC35A2,GALNT5,PPIL1,FKRP,HSPA1L,CSNK1A1,B3GAT1,RAB14,VAPA,AXL,BAX,HSPA1B,HSPA1A"
"gene_set_query"	"562"	"ZNF532"	"573.7"	"ARCHS4 Coexpression,838;Enrichr Queries,424;GTEx Coexpression,459"	"PIGU,PGAP1,PRKCSH,IRS1,ARPC1B,NEDD4L,AGAP1,ASAP1,BICD1,PKD1,PSMB10,IGF1R,DNAJB5,LMAN2,PSD4,AKT3,PSD3,SERPINH1,TRIM25,B4GALNT1,LGALS9,TBC1D22A,EXTL3,B4GALNT4,SLC35A2,BCAP31,NCOA3,ST8SIA2,MICAL3,MICAL2,ARPC4,RBSN,PSMB8,SYTL2,VAMP8,RAB31,ARPC3,AXL,ERP29,PSME1,VAMP4,VPS25,RAB9B"
"gene_set_query"	"563"	"ZNF394"	"574.7"	"ARCHS4 Coexpression,425;Enrichr Queries,71;GTEx Coexpression,1228"	"ARF3,B4GALT2,FKBP10,PIGU,HSP90AB1,PGAP3,FKBP14,PRKCSH,CLTC,HSPB1,B3GNTL1,HERPUD1,RAB43,RAB44,NDST1,TBC1D10C,RAB8A,TRIM22,HSP90AA1,NCOA3,VPS37B,RAD23B,DDOST,ERN1,ACAP1,DDIT3,MFNG,CANX,ULK1,ATF4,FKBP5,WAS,AGAP1,STX11,PSMB10,DNAJB1,GANAB,CYTH4,HSPH1,VTI1A,SERPINH1,ABL1,DNAJB9,MLEC,CYTH1,HSPA8,HSPA5,PSMB8,PSMB9,OGT,HSPA1B,HSPA1A"
"gene_set_query"	"564"	"FOS"	"576.6"	"ARCHS4 Coexpression,931;ENCODE ChIP-seq,37;Enrichr Queries,382;ReMap ChIP-seq,263;GTEx Coexpression,1270"	"USP6NL,SLC35B2,SLC35B4,CLPB,PGAP3,ARAF,PSMD8,RABGEF1,C1GALT1C1,CAPNS1,AKT3,NDST3,AP1S2,AP1S1,ANKFY1,ARFIP2,SEC62,TBC1D22A,VPS36,SIL1,TBC1D10A,TBC1D22B,EIF2A,SEC63,SKP1,VPS18,ALG8,COG8,ALG9,COG7,CSNK2A1,COG4,ALG5,COG2,ALG3,COG1,CSNK1D,YOD1,DDIT3,PSME3,KDELR2,PREB,KDELR3,ATF6,VPS25,VPS28,ATF4,RPN2,SAR1B,FUT10,RPN1,COPS7B,COPS7A,UBE2J1,UGT8,NEU4,HSPH1,CHST11,NEU1,ST3GAL4,SERPINH1,VTI1A,VPS11,SSR1,SCAP,ATG7,ST3GAL1,ATG5,SEC31A,VPS16,CTSA,EDEM3,TRAP1,SIAH2,EDEM1,EDEM2,SURF4,EXOC6B,MICAL2,RAB39B,EXT1,NET1,CCT6A,GNPTG,RNF103,MYO5B,PSMG3,PSMG1,CALM1,MON1A,ARF1,PIGU,TRAM1,PIGT,PIGO,FKBP15,PIGN,HEXB,PIGP,ARPC1A,CLTC,CLTB,SRP54,HERPUD1,TRIM5,TMED3,UFD1,TMED7,UBXN4,APPL2,RAB8A,VKORC1,CCT3,CCT2,SEC13,TMED9,CAMLG,NCOA3,SSR2,RBSN,PIGC,PSMA5,PSMA6,PSMA2,PIGA,B3GNT5,CANX,TCP1,PIGK,PLIN3,PLIN2,PIGM,PIGL,PIGG,VAMP4,CRYAB,PIGF,VAMP2,ARF6,PIGH,EXOC1,RAB7A,NAPB,STX18,GCNT1,DERL1,HSPA13,PSMA7,NAPG,STX10,GGA2,PSMB6,GGA1,PSMB7,EXTL2,PSMB4,PSMB5,OS9,SRP72,LMAN2,PSMB1,AGR2,STX5,GCNT3,STX3,AGA,CCT7,EXTL3,YKT6,CCT5,CCT4,GIT2,CSNK1A1,DNAJC5B,NDE1,GBF1,UBE2G1,UBE2G2,SRP68,RAB11A,FKBP1A,SEC23IP,SPCS2,PSMC1,RAB9A,HSPA1A,ERO1A,ERO1B,SRP19,SYS1,POGLUT1,GALNT13,RAB3D,UBE2D2,UBE2D3,GXYLT1,PLOD2,AUP1,UBE2Z,CAPN8,CAPN6,POFUT1,ARHGDIA,CAPN2,TRAPPC11,RALBP1,TRAPPC2L,DGAT1,VPS33A,VPS33B,DNAJB12,UBE2E1,ALG13,ALG12,PDIA5,PDIA4,ERN1,TPST1,RAB30,DPM3,RAB31,TBC1D20,RAB34,ERP29,CHMP4C,PLAA,TBC1D23,PPIG,PPIA,FKBP3,PPID,FKBP5,COPB2,FKBP2,VCP,TSG101,UBA5,COPB1,ITPR1,UBR1,FUT3,BAG6,ATXN3,BAG2,UBB,BAG3,UBR7,TBC1D12,EVI5,TBC1D15,AP1M1,TRAPPC2,TRAPPC3,HSPA8,OST4,TOR1A,HSPA5,SEC16A,TRAPPC4,TRPV3,TRAPPC8,HSPA2,DNAJC14,ARHGAP24,SEM1,NSFL1C,COPS3,DNMBP,GGCX,COPS2,CHMP2B,SRPRA,OGT,UBE2K,RAB5A,RNF185,COPE,DOCK5,MCFD2,HSP90AB1,B4GALT1,PRKCSH,HSPB8,SNAP23,NGLY1,HSPB1,NAGPA,USE1,BICD2,AP1G1,GAL3ST4,PAAF1,GET4,ACTR3,ACTR2,HSP90AA1,VPS37C,VPS37A,VPS37B,ARAP1,ARFGAP3,RAD23B,ARFGAP1,DDOST,TBC1D2,TRAPPC6A,RABEP1,TBC1D5,TRAPPC6B,RFT1,CHMP3,TMBIM6,DNAJC8,MAN1B1,SEC22B,SEC22A,B4GALT5,PPP1R15B,BECN1,RAB1A,HM13,GOSR1,FURIN,USP19,AP3M2,DNAJB2,RAB21,DNAJB1,AP3M1,GANAB,CYTH4,RAB40C,DNAJB6,DNAJB5,VPS53,RAB24,BNIP1,DNAJB9,BAK1,UGGT2,SEC23B,UGGT1,UBQLN4,FKTN,PTPN1,PPIL1,AMFR,SGTA,HS3ST6,PML,DNAJA1,UFM1,RAB14,VAPA,CAPN10,VPS41,VPS45,SEC24D,SEC24C,PPIL4,BET1"
"gene_set_query"	"565"	"SLC2A4RG"	"576.7"	"ARCHS4 Coexpression,186;Enrichr Queries,191;GTEx Coexpression,1353"	"ARF3,B4GALT2,EXOC3L4,CHPF,PRKCSH,GPAA1,ARPC1B,CLTC,HSPB1,LFNG,TRIM8,CAPNS1,ARHGDIA,PSMD3,AKT1,AP1S1,CAPN1,NCOA3,COPZ2,MOGS,RAD23B,DDOST,ARFGAP1,ACAP3,DNAJC5,RAB35,PPIF,B3GNT2,CHMP4B,ULK1,FKBP2,TBC1D9B,RAB5C,RAB1B,FURIN,ITPR3,RFNG,HSPA13,BAG6,GANAB,SERPINH1,YKT6,UBQLN4,CTSA,SDF2L1,SEC16A,ADRM1,RAB39B,PSMB8,PSMB9,MGAT4B,P4HB,UBE2M"
"gene_set_query"	"566"	"ELF5"	"576.8"	"Literature ChIP-seq,93;ARCHS4 Coexpression,1212;Enrichr Queries,1158;ReMap ChIP-seq,59;GTEx Coexpression,362"	"USP6NL,DPAGT1,SYS1,RAB3D,RASEF,IGF1R,GNPTAB,CAPNS1,ARFIP2,AKT1,LARGE2,SIL1,RAB2A,ALG9,UBE2E2,ALG3,RAB34,DDIT3,BTK,CHMP4C,CHMP4B,FKBP4,VPS25,FKBP3,TRIM11,COPB2,TMED10,FUT11,ITPR2,AGAP1,FUT2,BAG1,VPS11,ST3GAL4,ST8SIA6,TBC1D12,CHST14,STXBP6,ST3GAL1,HSPA8,TRAPPC3,XBP1,HSPA5,HSPA4,EIF2AK1,SLC33A1,TRPV3,TRAPPC9,DNAJC14,TRPV4,COPS2,UST,SRPRA,ST6GALNAC1,PIGT,B4GALT1,FKBP14,HEXB,ATP2A3,PIGZ,TRIM8,LFNG,SERP1,SEC61G,TMED3,GAL3ST3,TMED4,VKORC1,PSD,CHST9,MKKS,NCOA3,TBC1D9,AP3B1,ARAP1,VPS37B,RBSN,DDOST,VAMP8,PIGC,PIGB,PSMA6,PSMA4,TRAPPC6B,ARHGEF1,CHST4,CRYAB,ST6GALNAC4,EXOC2,ARF6,OTUB1,ROCK1,RAB1B,STX19,ASAP1,PSMA7,STX10,GGA1,AP3M1,OS9,VPS51,RAB25,RNF139,CHSY1,RAB26,LMAN2,RAB24,AGR2,GCNT3,HAS2,STX5,STX4,STX3,GALNT7,GALNT6,GALNT4,SLC35A3,GALNT3,GALNT1,C1GALT1,SYVN1,SVIP,FKBP1A,CAPN13,PSMC5,PSMC3,RAB13,VPS41,SEC24C"
"gene_set_query"	"567"	"HLF"	"577.0"	"ARCHS4 Coexpression,584;Enrichr Queries,960;GTEx Coexpression,187"	"SNAP25,NAPB,SEC23A,RAB3A,PGAP3,IRS1,ROCK2,SNAP23,RPN1,GALNT17,ITPR1,AGAP1,PIGZ,TXNDC12,FOXO1,EXTL2,DPP6,PSD3,MAN1A1,RAB6B,SEC11A,UGGT1,PSD,RAB4A,DGAT2,ST8SIA1,IQSEC1,NCOA3,FBXO2,IQSEC3,ST8SIA3,B3GAT1,OCRL,HSPA12A,RBSN,ERP44,STX1B,SELENOS,TRAPPC6B,DNAJC6,FAM20B,CHMP3,VPS45,RAB17,CALM1,RAB9B,VAMP2,FKBP5"
"gene_set_query"	"568"	"FOXL1"	"578.7"	"ARCHS4 Coexpression,248;Enrichr Queries,1002;GTEx Coexpression,486"	"FKBP10,SEC23A,MCFD2,ROCK1,IRS1,GLT8D2,RRBP1,PLOD1,PKD2,TRAM2,GALNT10,NDST1,SEC61A1,LMAN1,POFUT2,CAPN2,SERPINH1,ABL1,HAS2,CHSY3,QSOX1,UGGT2,ST3GAL1,YKT6,RAB11FIP5,HS3ST3B1,GALNT5,GALNT2,CHPF2,NCOA3,COPZ2,MICAL2,CKAP4,EXT1,EXT2,TBC1D2,AXL,RAB34,EOGT,MGAT4B,PIGK,FKBP7,PLIN3,KDELR2,P4HB,KDELR3,SEC24D,CHST3"
